[[0.008510 0.011650 0.009960 0.011320 0.009840 0.010120 0.008930 0.010130],[0.009760 0.010620 0.010440 0.009040 0.009430 0.010490 0.010160 0.011830]]
[[0.010940 0.008950 0.011920 0.008950 0.011340 0.011720 0.009970 0.008980],[0.008720 0.011070 0.009760 0.011040 0.009380 0.011040 0.008490 0.009510]]];

s = [[[100000.00 0.01 0.01 0.01 0.01 0.00 0.01 0.01],[0.01 100000.00 0.01 0.01 0.01 0.01 0.01 0.01],[0.01 0.01 100000.00 0.01 0.00 0.01 0.01 0.01],[0.01 0.01 0.00 100000.00 0.01 0.01 0.01 0.01],[0.01 0.01 0.01 0.01 100000.00 0.01 0.01 0.01],[0.01 0.01 0.01 0.01 0.01 100000.00 0.01 0.01],[0.01 0.01 0.01 0.01 0.01 0.01 100000.00 0.01],[0.01 0.01 0.00 0.01 0.01 0.01 0.01 100000.00]]
[[100000.00 0.00 0.01 0.01 0.01 0.01 0.01 0.01],[0.01 100000.00 0.01 0.00 0.01 0.00 0.00 0.01],[0.01 0.01 100000.00 0.00 0.01 0.01 0.01 0.01],[0.01 0.01 0.01 100000.00 0.01 0.01 0.01 0.01],[0.01 0.01 0.01 0.01 100000.00 0.01 0.01 0.01],[0.01 0.01 0.01 0.01 0.01 100000.00 0.01 0.01],[0.01 0.00 0.00 0.01 0.01 0.01 100000.00 0.01],[0.00 0.01 0.01 0.01 0.01 0.01 0.01 100000.00]]];

R = [[1 1],[1 1],[1 1],[1 0],[1 1],[1 1],[1 1],[1 0],[1 1],[1 1],[1 0],[1 1],[1 1],[1 1],[1 1],[1 1],[1 1],[0 1],[0 1],[0 1],[0 1],[0 1],[1 0],[1 0],[1 1]];

S = [[[0 0 0 0 0 0 1 0],[0 1 0 1 0 0 0 0]]
[[0 0 0 0 0 1 0 1],[1 0 0 0 1 0 0 0]]
[[1 1 0 1 0 0 0 0],[1 0 0 0 0 1 0 0]]
[[0 0 0 0 1 0 0 0],[0 0 0 0 0 0 0 0]]
[[0 0 1 0 1 1 0 0],[1 1 1 1 0 0 0 0]]
[[1 0 1 0 0 0 0 0],[1 0 0 0 0 0 0 0]]
[[0 0 1 0 0 0 1 0],[0 0 0 0 0 0 0 1]]
[[1 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0]]
[[0 1 0 0 0 0 0 1],[0 0 0 1 1 1 0 1]]
[[0 0 0 0 0 1 0 0],[1 0 1 0 0 1 0 0]]
[[0 0 0 1 0 0 1 0],[0 0 0 0 0 0 0 0]]
[[0 0 0 0 0 1 0 0],[0 1 0 0 0 0 0 0]]
[[1 1 0 0 0 0 0 1],[1 0 1 0 0 1 0 0]]
[[0 1 0 0 0 1 0 0],[0 0 1 1 1 0 0 0]]
[[0 0 0 1 1 0 0 1],[0 1 0 0 0 0 0 0]]
[[0 0 1 0 1 0 0 0],[0 1 0 1 0 0 0 0]]
[[0 1 0 0 0 1 0 1],[1 0 0 0 1 1 0 0]]
[[0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0]]
[[0 0 0 0 0 0 0 0],[0 0 1 0 0 0 1 0]]
[[0 0 0 0 0 0 0 0],[1 0 1 0 0 1 0 1]]
[[0 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0]]
[[0 0 0 0 0 0 0 0],[0 0 0 0 0 0 1 0]]
[[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 0 0]]
[[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 0 0]]
[[0 0 0 0 1 0 0 0],[0 0 0 0 0 0 1 0]]];

alpha0 = [[1 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0]];

